,Date,Date,HomeTeam,AwayTeam,Helper,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,#N/A
70,10/2002,10/2002,Newcastle United,West Brom,10/2002 Newcastle United West Brom,2,1,H,10,6,8,11,1.25,1.125,W,W,L,L,D,L,W,W,W,L,4,18,8,WWLLD,LWWWL,7,9,0,0,0,0,0,0,0,0,0.25,-0.625,0.125,-0.25,-14,1.4,3.75,7.5,1.45,3.8,5.4,1.4,3.75,7,1.36,3.75,8,#N/A
71,10/2002,10/2002,Southampton,Manchester City,10/2002 Southampton Manchester City,2,0,H,4,7,8,12,0.7777777778,0.8888888889,D,D,L,W,L,L,D,D,L,W,11,18,9,DDLWL,LDDLW,5,5,0,0,0,0,0,0,0,0,-0.4444444444,-0.5555555556,-0.1111111111,0,-7,2.3,3.2,2.7,2.3,3,2.7,2.2,3.25,2.75,2.37,3.1,2.62,#N/A
72,10/2002,10/2002,West Ham United,Birmingham,10/2002 West Ham United Birmingham,1,2,NH,8,8,16,10,0.5555555556,0.8888888889,L,W,D,L,L,L,L,W,D,W,7,18,9,LWDLL,LLWDW,4,7,0,0,0,0,0,0,0,0,-0.8888888889,-0.2222222222,-0.3333333333,-0.3333333333,-11,1.727,3.25,4.333,1.65,3.3,4.4,1.67,3.4,4.33,1.72,3.25,4.2,#N/A
73,10/2002,10/2002,Arsenal,Sunderland,10/2002 Arsenal Sunderland,3,1,H,21,3,8,10,2.222222222,0.8888888889,W,W,W,W,D,W,L,L,L,D,1,17,9,WWWWD,WLLLD,13,4,0,0,0,0,0,0,0,0,1.444444444,-0.7777777778,1.333333333,1,-16,1.167,5.5,13,1.2,5,10,1.17,5.5,12,1.14,6,12,#N/A
74,10/2002,10/2002,Aston Villa,Leeds United,10/2002 Aston Villa Leeds United,0,0,NH,6,11,9,9,1,1.333333333,L,W,L,W,L,L,L,W,W,L,8,5,9,LWLWL,LLWWL,6,6,0,0,0,0,0,0,0,0,-0.3333333333,0.2222222222,-0.3333333333,0,3,2.6,3.2,2.4,2.5,3,2.5,2.75,3,2.38,2.6,3.1,2.4,#N/A
75,10/2002,10/2002,Blackburn,Tottenham Hotspur,10/2002 Blackburn Tottenham Hotspur,1,2,NH,10,11,8,12,1.333333333,1.444444444,W,W,D,L,L,L,L,W,L,W,10,9,9,WWDLL,LLWLW,7,6,0,0,0,0,0,0,0,0,0.2222222222,-0.1111111111,-0.1111111111,0.1111111111,1,2.1,3.25,3,2.1,3,3.1,2,3.2,3.2,2.1,3.2,3,#N/A
76,10/2002,10/2002,Fulham,Charlton,10/2002 Fulham Charlton,1,0,H,13,7,8,13,1.555555556,0.7777777778,W,L,D,W,W,L,D,L,L,W,13,14,9,WLDWW,LDLLW,10,4,0,0,0,0,0,0,0,0,0.5555555556,-0.6666666667,0.7777777778,0.6666666667,-1,1.667,3.4,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.72,3.2,4.33,#N/A
77,10/2002,10/2002,Liverpool,Chelsea,10/2002 Liverpool Chelsea,1,0,H,18,15,8,11,2,1.444444444,W,W,W,D,D,L,D,W,W,D,2,6,9,WWWDD,LDWWD,11,8,0,0,0,0,0,0,0,0,1.111111111,0.4444444444,0.5555555556,0.3333333333,-4,1.727,3.25,4.333,1.75,3.2,4,1.73,3.2,4.33,1.83,3.2,3.75,#N/A
78,10/2002,10/2002,Manchester United,Everton,10/2002 Manchester United Everton,3,0,H,9,11,6,11,1.555555556,1.222222222,W,W,L,L,W,W,L,W,L,L,3,15,9,WWLLW,WLWLL,9,6,0,0,0,0,0,0,0,0,0.3333333333,0,0.3333333333,0.3333333333,-12,1.3,4.5,8,1.25,4.5,9,1.29,4.33,9,1.28,4.5,8,#N/A
79,10/2002,10/2002,Blackburn,Newcastle United,10/2002 Blackburn Newcastle United,5,2,H,10,12,8,9,1.333333333,1.444444444,W,W,D,L,L,W,W,W,L,L,10,4,9,WWDLL,WWWLL,7,9,0,0,0,0,0,0,0,0,0.2222222222,0.3333333333,-0.1111111111,-0.2222222222,6,2.3,3.2,2.7,2.2,3,2.9,2.4,3.25,2.5,2.3,3.1,2.75,#N/A
80,10/2002,10/2002,Everton,Arsenal,10/2002 Everton Arsenal,2,1,H,11,21,11,8,1.222222222,2.222222222,W,L,W,L,L,W,W,W,W,D,15,1,9,WLWLL,WWWWD,6,13,0,0,0,0,0,0,0,0,0,1.444444444,-1,-0.7777777778,14,5.5,3.5,1.533,4.4,3.3,1.65,5,3.5,1.57,5.5,3.3,1.57,#N/A
81,10/2002,10/2002,Fulham,Manchester United,10/2002 Fulham Manchester United,1,1,NH,14,12,9,6,1.5,1.7,D,W,L,D,W,W,W,W,L,L,13,3,10,DWLDW,WWWLL,8,9,0,0,0,0,0,0,0,0,0.5,0.6,-0.2,-0.1,10,4.333,3.25,1.727,3.8,3.1,1.8,4,3.2,1.8,3.8,3.25,1.8,#N/A
82,10/2002,10/2002,Leeds United,Liverpool,10/2002 Leeds United Liverpool,0,1,NH,11,19,9,8,1.3,2.1,D,L,L,W,W,W,W,W,W,D,5,2,10,DLLWW,WWWWD,7,13,0,0,0,0,0,0,0,0,0.2,1.1,-0.8,-0.6,3,2.75,3,2.375,2.6,3.1,2.3,2.6,3.2,2.38,2.87,3.1,2.2,#N/A
83,10/2002,10/2002,Manchester City,Chelsea,10/2002 Manchester City Chelsea,0,3,NH,7,15,14,12,0.8,1.3,L,L,D,D,L,L,L,D,W,W,18,6,10,LLDDL,LLDWW,2,7,0,0,0,0,0,0,0,0,-0.7,0.3,-0.5,-0.5,12,2.6,3.2,2.4,2.5,3,2.5,2.6,3.2,2.38,2.62,3.1,2.37,#N/A
84,10/2002,10/2002,Sunderland,West Ham United,10/2002 Sunderland West Ham United,0,1,NH,4,9,13,16,0.8,0.8,L,W,L,L,L,W,L,W,D,L,17,7,10,LWLLL,WLWDL,3,7,0,0,1,0,0,0,0,0,-0.9,-0.7,0,-0.4,10,2,3.25,3.25,1.9,3.1,3.5,2.1,3.2,3,2.2,3.1,2.87,#N/A
85,10/2002,10/2002,West Brom,Birmingham,10/2002 West Brom Birmingham,1,1,NH,7,10,15,11,0.9,1.1,L,L,L,W,W,W,L,L,W,D,18,18,10,LLLWW,WLLWD,6,7,0,0,0,0,0,0,0,0,-0.8,-0.1,-0.2,-0.1,0,2.375,3,2.75,2.3,3,2.7,2.25,3.2,2.75,2.25,3.2,2.75,#N/A
86,10/2002,10/2002,Tottenham Hotspur,Bolton,10/2002 Tottenham Hotspur Bolton,3,1,H,13,9,13,17,1.6,0.7,W,L,L,W,L,L,L,D,L,L,9,16,10,WLLWL,LLDLL,6,1,0,0,0,0,0,0,0,0,0,-0.8,0.9,0.5,-7,1.533,3.5,5.5,1.6,3.4,4.6,1.5,3.4,6,1.57,3.3,5.5,#N/A
87,10/2002,10/2002,Aston Villa,Southampton,10/2002 Aston Villa Southampton,0,1,NH,6,6,9,8,1,1,D,L,W,L,W,W,D,D,L,W,8,11,10,DLWLW,WDDLW,7,8,0,0,0,0,0,0,0,0,-0.3,-0.2,0,-0.1,-3,1.727,3.25,4.333,1.85,3.1,3.6,1.8,3.2,4,1.8,3.1,4,#N/A
88,10/2002,10/2002,Fulham,West Ham United,10/2002 Fulham West Ham United,0,1,NH,14,9,9,16,1.5,0.8,D,W,L,D,W,W,L,W,D,L,13,7,10,DWLDW,WLWDL,8,7,0,0,0,0,0,0,0,0,0.5,-0.7,0.7,0.1,6,1.8,3.25,4,1.9,3.1,3.5,1.8,3.25,3.75,1.8,3.1,4,#N/A
89,10/2002,10/2002,Arsenal,Blackburn,10/2002 Arsenal Blackburn,1,2,NH,24,11,9,10,2.3,1.2,W,W,W,W,W,L,W,W,D,L,1,10,10,WWWWW,LWWDL,15,7,1,1,0,0,0,0,0,0,1.5,0.1,1.1,0.8,-9,1.3,4.5,8,1.45,3.8,5.4,1.29,4.5,8,1.28,4.5,8,#N/A
90,10/2002,10/2002,Birmingham,Manchester City,10/2002 Birmingham Manchester City,0,2,NH,11,7,12,17,1.090909091,0.7272727273,D,W,L,L,W,L,L,L,D,D,18,18,11,DWLLW,LLLDD,7,2,0,0,0,0,0,0,0,0,-0.09090909091,-0.9090909091,0.3636363636,0.4545454545,0,2.1,3.25,3,2.2,3,2.9,2,3.4,3,2.1,3.2,3,#N/A
91,10/2002,10/2002,Chelsea,West Brom,10/2002 Chelsea West Brom,2,0,H,18,8,12,16,1.454545455,0.9090909091,W,L,L,D,W,D,L,L,L,W,6,18,11,WLLDW,DLLLW,7,4,0,0,0,0,0,0,0,0,0.5454545455,-0.7272727273,0.5454545455,0.2727272727,-12,1.4,3.75,7.5,1.4,3.9,6,1.4,3.75,7,1.33,4,8,#N/A
92,10/2002,10/2002,Liverpool,Tottenham Hotspur,10/2002 Liverpool Tottenham Hotspur,2,1,H,20,16,8,14,2.181818182,1.727272727,W,W,W,W,W,W,W,L,L,W,2,9,11,WWWWW,WWLLW,15,9,1,1,0,0,0,0,0,0,1.090909091,0.1818181818,0.4545454545,0.5454545455,-7,1.533,3.5,5.5,1.5,3.7,5,1.5,3.4,6,1.5,3.4,6,#N/A
93,10/2002,10/2002,Manchester United,Aston Villa,10/2002 Manchester United Aston Villa,1,1,NH,13,6,7,10,1.636363636,0.9090909091,D,W,W,W,L,L,D,L,W,L,3,8,11,DWWWL,LDLWL,10,4,0,0,0,0,0,0,0,0,0.5454545455,-0.3636363636,0.7272727273,0.5454545455,-5,1.3,4.5,8,1.3,4.2,8,1.25,4.5,10,1.3,4.33,8,#N/A
94,10/2002,10/2002,Newcastle United,Charlton,10/2002 Newcastle United Charlton,2,1,H,16,8,15,14,1.454545455,0.9090909091,W,L,W,W,W,W,L,L,D,L,4,14,11,WLWWW,WLLDL,12,4,1,0,0,0,0,0,0,0,0.09090909091,-0.5454545455,0.5454545455,0.7272727273,-10,1.533,3.5,5.5,1.55,3.5,4.8,1.53,3.5,5.5,1.5,3.4,6,#N/A
95,10/2002,10/2002,Southampton,Fulham,10/2002 Southampton Fulham,4,2,H,7,14,8,10,1.181818182,1.363636364,W,W,D,D,L,L,D,W,L,D,11,13,11,WWDDL,LDWLD,8,5,0,0,0,0,0,0,0,0,-0.09090909091,0.3636363636,-0.1818181818,0.2727272727,-2,2.375,3.2,2.625,2.2,3,2.9,2.25,3.2,2.75,2.3,3.1,2.75,#N/A
96,10/2002,10/2002,West Ham United,Everton,10/2002 West Ham United Everton,0,1,NH,10,13,16,15,1,1.272727273,W,W,L,W,D,W,L,W,L,W,7,15,11,WWLWD,WLWLW,10,9,0,0,0,0,0,0,0,0,-0.5454545455,-0.1818181818,-0.2727272727,0.09090909091,-8,2,3.25,3.25,1.85,3.1,3.6,1.91,3.25,3.4,2.1,3.2,3,#N/A
97,10/2002,10/2002,Bolton,Sunderland,10/2002 Bolton Sunderland,1,1,NH,10,4,18,14,0.7272727273,0.7272727273,D,L,L,D,L,L,L,W,L,L,16,17,11,DLLDL,LLWLL,2,3,0,0,0,0,0,0,0,0,-0.7272727273,-0.9090909091,0,-0.09090909091,-1,2.1,3.25,3,2.1,3,3.1,2.1,3.2,3,2.2,3.1,2.87,#N/A
98,11/2002,11/2002,Birmingham,Bolton,11/2002 Birmingham Bolton,3,1,H,11,10,12,18,1.090909091,0.7272727273,D,W,L,L,W,D,L,L,D,L,18,16,11,DWLLW,DLLDL,7,2,0,0,0,0,0,0,0,0,-0.09090909091,-0.7272727273,0.3636363636,0.4545454545,2,1.909,3.25,3.5,2.1,3,3.1,1.91,3.25,3.4,2,3.2,3.2,#N/A
99,11/2002,11/2002,Liverpool,West Ham United,11/2002 Liverpool West Ham United,2,0,H,22,10,9,17,2.25,0.9166666667,W,W,W,W,W,L,W,W,L,W,2,7,12,WWWWW,LWWLW,15,9,1,1,0,0,0,0,0,0,1.083333333,-0.5833333333,1.333333333,0.5,-5,1.333,4.333,7.5,1.45,3.8,5.4,1.36,3.75,8,1.33,4,8,#N/A
100,11/2002,11/2002,Manchester United,Southampton,11/2002 Manchester United Southampton,2,1,H,14,11,8,10,1.583333333,1.333333333,D,D,W,W,W,W,W,W,D,D,3,11,12,DDWWW,WWWDD,11,11,1,0,0,0,0,0,0,0,0.5,0.08333333333,0.25,0,-8,1.333,4.333,7.5,1.3,4.2,8,1.33,4,8,1.33,4,8,#N/A
101,11/2002,11/2002,West Brom,Manchester City,11/2002 West Brom Manchester City,1,2,NH,8,9,18,17,0.8333333333,0.9166666667,L,D,L,L,L,W,L,L,L,D,18,18,12,LDLLL,WLLLD,1,4,0,0,1,0,0,0,0,0,-0.8333333333,-0.6666666667,-0.08333333333,-0.25,0,2.4,3.2,2.6,2.4,3,2.6,2.4,3.25,2.5,2.5,3.1,2.5,#N/A
102,11/2002,11/2002,Blackburn,Aston Villa,11/2002 Blackburn Aston Villa,0,0,NH,18,7,13,11,1.5,0.9166666667,W,W,L,W,W,D,L,D,L,W,10,8,12,WWLWW,DLDLW,12,5,0,0,0,0,0,0,0,0,0.4166666667,-0.3333333333,0.5833333333,0.5833333333,2,1.727,3.25,4.333,1.8,3.1,3.8,1.73,3.2,4.33,1.66,3.3,4.5,#N/A
103,11/2002,11/2002,Charlton,Sunderland,11/2002 Charlton Sunderland,1,1,NH,9,5,16,15,0.8333333333,0.75,L,W,L,L,D,D,L,L,W,L,14,17,12,LWLLD,DLLWL,4,4,0,0,0,0,0,0,0,0,-0.5833333333,-0.8333333333,0.08333333333,0,-3,1.909,3.25,3.5,2.1,3,3.1,1.91,3.25,3.4,2,3.2,3.2,#N/A
104,11/2002,11/2002,Fulham,Arsenal,11/2002 Fulham Arsenal,0,1,NH,16,26,14,13,1.25,1.916666667,L,L,D,W,L,L,L,W,W,W,13,1,12,LLDWL,LLWWW,4,9,0,0,0,0,1,0,0,0,0.1666666667,1.083333333,-0.6666666667,-0.4166666667,12,4.5,3.4,1.667,4,3.3,1.7,4,3.4,1.73,3.75,3.3,1.8,#N/A
105,11/2002,11/2002,Leeds United,Everton,11/2002 Leeds United Everton,0,1,NH,13,14,12,15,1.166666667,1.416666667,D,L,D,L,L,W,W,L,W,L,5,15,12,DLDLL,WWLWL,2,9,0,0,0,0,0,0,0,0,0.08333333333,-0.08333333333,-0.25,-0.5833333333,-10,1.727,3.25,4.333,1.7,3.2,4.2,1.73,3.2,4.33,1.8,3.3,3.75,#N/A
106,11/2002,11/2002,Tottenham Hotspur,Chelsea,11/2002 Tottenham Hotspur Chelsea,0,0,NH,17,20,16,12,1.583333333,1.583333333,L,W,W,L,L,W,W,L,L,D,9,6,12,LWWLL,WWLLD,6,7,0,0,0,0,0,0,0,0,0.08333333333,0.6666666667,0,-0.08333333333,3,2.3,3.2,2.7,2.5,3,2.5,2.2,3.25,2.75,2.37,3.1,2.62,#N/A
107,11/2002,11/2002,Arsenal,Newcastle United,11/2002 Arsenal Newcastle United,1,0,H,26,18,13,15,1.916666667,1.583333333,L,L,W,W,W,W,W,L,W,W,1,4,12,LLWWW,WWLWW,9,12,1,0,0,0,0,0,0,0,1.083333333,0.25,0.3333333333,-0.25,-3,1.5,3.5,6,1.55,3.5,4.8,1.44,3.6,6.5,1.44,3.6,6.5,#N/A
108,11/2002,11/2002,Aston Villa,Fulham,11/2002 Aston Villa Fulham,3,1,H,7,16,11,15,0.9230769231,1.153846154,D,D,L,D,L,L,L,L,D,W,8,13,13,DDLDL,LLLDW,3,4,0,0,0,0,0,0,0,0,-0.3076923077,0.07692307692,-0.2307692308,-0.07692307692,-5,2.2,3.25,2.8,2,3.1,3.2,2,3.2,3.2,2.1,3.1,3.1,#N/A
109,11/2002,11/2002,Bolton,West Brom,11/2002 Bolton West Brom,1,1,NH,12,9,22,20,0.6923076923,0.7692307692,D,L,D,L,L,L,L,D,L,L,16,18,13,DLDLL,LLDLL,2,1,0,0,0,0,0,0,0,0,-0.7692307692,-0.8461538462,-0.07692307692,0.07692307692,-2,2,3.25,3.25,1.9,3.1,3.5,2.1,3,3.2,1.9,3.2,3.5,#N/A
110,11/2002,11/2002,Chelsea,Birmingham,11/2002 Chelsea Birmingham,3,0,H,20,14,12,15,1.538461538,1.153846154,D,W,W,L,L,W,L,D,W,L,6,18,13,DWWLL,WLDWL,7,7,0,0,0,0,0,0,0,0,0.6153846154,-0.07692307692,0.3846153846,0,-12,1.444,3.75,6.5,1.45,3.8,5.4,1.4,3.75,7,1.44,3.6,6.5,#N/A
111,11/2002,11/2002,Everton,Charlton,11/2002 Everton Charlton,1,0,H,15,10,15,17,1.538461538,0.8461538462,W,W,W,L,W,D,L,W,L,L,15,14,13,WWWLW,DLWLL,12,4,0,0,0,0,0,0,0,0,0,-0.5384615385,0.6923076923,0.6153846154,1,1.667,3.4,4.5,1.8,3.1,3.8,1.57,3.5,5,1.66,3.3,4.5,#N/A
112,11/2002,11/2002,Manchester City,Manchester United,11/2002 Manchester City Manchester United,3,1,H,11,16,18,9,1.076923077,1.692307692,W,W,L,L,L,W,D,D,W,W,18,3,13,WWLLL,WDDWW,6,11,0,0,1,0,0,0,0,0,-0.5384615385,0.5384615385,-0.6153846154,-0.3846153846,15,3.5,3.25,1.909,3.6,3.1,1.85,3.75,3.2,1.83,3.75,3.2,1.83,#N/A
113,11/2002,11/2002,Southampton,Blackburn,11/2002 Southampton Blackburn,1,1,NH,12,18,12,13,1.230769231,1.461538462,L,W,W,W,D,D,W,W,L,W,11,10,13,LWWWD,DWWLW,10,10,0,0,0,0,0,0,0,0,0,0.3846153846,-0.2307692308,0,1,2.25,3.25,2.75,2.3,3,2.7,2.25,3.2,2.75,2.3,3.1,2.7,#N/A
114,11/2002,11/2002,Sunderland,Tottenham Hotspur,11/2002 Sunderland Tottenham Hotspur,2,0,H,6,17,16,16,0.7692307692,1.538461538,D,D,L,L,W,D,L,W,W,L,17,9,13,DDLLW,DLWWL,5,7,0,0,0,0,0,0,0,0,-0.7692307692,0.07692307692,-0.7692307692,-0.1538461538,8,2.7,3.2,2.3,2.4,3,2.6,2.8,3.2,2.2,2.8,3.1,2.25,#N/A
115,11/2002,11/2002,West Ham United,Leeds United,11/2002 West Ham United Leeds United,3,4,NH,10,13,19,13,0.8461538462,1.076923077,L,L,W,W,L,L,D,L,D,L,7,5,13,LLWWL,LDLDL,6,2,0,0,0,0,0,0,0,0,-0.6923076923,0,-0.2307692308,0.3076923077,2,2.375,3.2,2.625,2.3,3,2.7,2.4,3.25,2.5,2.5,3.1,2.5,#N/A
116,11/2002,11/2002,Arsenal,Tottenham Hotspur,11/2002 Arsenal Tottenham Hotspur,3,0,H,27,17,13,16,2,1.538461538,W,L,L,W,W,D,L,W,W,L,1,9,13,WLLWW,DLWWL,9,7,0,0,0,0,0,0,0,0,1.076923077,0.07692307692,0.4615384615,0.1538461538,-8,1.533,3.5,5.5,1.6,3.4,4.6,1.57,3.5,5,1.53,3.25,6,#N/A
117,11/2002,11/2002,Manchester City,Charlton,11/2002 Manchester City Charlton,0,1,NH,14,10,19,18,1.214285714,0.7857142857,W,W,W,L,L,L,D,L,W,L,18,14,14,WWWLL,LDLWL,9,4,0,0,0,0,0,0,0,0,-0.3571428571,-0.5714285714,0.4285714286,0.3571428571,4,1.667,3.4,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.61,3.3,5,#N/A
118,11/2002,11/2002,Newcastle United,Southampton,11/2002 Newcastle United Southampton,2,1,H,20,13,17,13,1.571428571,1.214285714,W,L,W,W,L,D,L,W,W,W,4,11,14,WLWWL,DLWWW,9,10,0,0,0,0,1,0,0,0,0.2142857143,0,0.3571428571,-0.07142857143,-7,1.615,3.4,5,1.55,3.5,4.8,1.62,3.25,5,1.57,3.5,5,#N/A
119,11/2002,11/2002,West Brom,Aston Villa,11/2002 West Brom Aston Villa,0,0,NH,10,10,21,12,0.7857142857,1.071428571,D,L,L,D,L,W,D,D,L,D,18,8,14,DLLDL,WDDLD,2,6,0,0,0,0,0,0,0,0,-0.7857142857,-0.1428571429,-0.2857142857,-0.2857142857,10,2.625,3,2.5,2.7,3,2.3,2.75,3,2.38,2.62,2.9,2.5,#N/A
120,11/2002,11/2002,Birmingham,Fulham,11/2002 Birmingham Fulham,0,0,NH,14,17,18,18,1.071428571,1.071428571,L,W,L,D,W,L,L,L,L,D,18,13,14,LWLDW,LLLLD,7,1,0,0,0,0,0,0,0,0,-0.2857142857,-0.07142857143,0,0.4285714286,5,2.3,3.2,2.7,2.2,3,2.9,2.2,3.25,2.75,2.25,3.1,2.8,#N/A
121,11/2002,11/2002,Blackburn,Everton,11/2002 Blackburn Everton,0,1,NH,19,16,14,15,1.428571429,1.642857143,D,D,W,W,L,W,W,W,W,L,10,15,14,DDWWL,WWWWL,8,12,0,0,0,0,0,0,0,0,0.3571428571,0.07142857143,-0.2142857143,-0.2857142857,-5,2.1,3.25,3,1.9,3.1,3.5,2.1,3.2,3,2.1,3.2,3,#N/A
122,11/2002,11/2002,Leeds United,Bolton,11/2002 Leeds United Bolton,2,4,NH,17,16,16,24,1.214285714,0.8571428571,W,L,D,L,D,W,D,L,D,L,5,16,14,WLDLD,WDLDL,5,5,0,0,0,0,0,0,0,0,0.07142857143,-0.5714285714,0.3571428571,0,-11,1.5,3.5,6,1.5,3.7,5,1.57,3.5,5,1.57,3.3,5.5,#N/A
123,11/2002,11/2002,Liverpool,Sunderland,11/2002 Liverpool Sunderland,0,0,NH,24,8,10,16,2.142857143,0.9285714286,L,W,W,W,W,W,D,D,L,L,2,17,14,LWWWW,WDDLL,12,5,1,0,0,0,0,0,0,0,1,-0.5714285714,1.214285714,0.5,-15,1.364,4,7.5,1.4,3.9,6,1.33,4,8,1.33,4,8,#N/A
124,11/2002,11/2002,West Ham United,Manchester United,11/2002 West Ham United Manchester United,1,1,NH,13,17,23,12,0.7857142857,1.571428571,L,L,L,W,W,L,W,D,D,W,7,3,14,LLLWW,LWDDW,6,8,0,0,0,0,0,0,0,0,-0.7142857143,0.3571428571,-0.7857142857,-0.1428571429,4,4,3.25,1.8,3.8,3.1,1.8,4.33,3.4,1.67,4.33,3.2,1.72,#N/A
125,11/2002,11/2002,Aston Villa,West Ham United,11/2002 Aston Villa West Ham United,4,1,H,10,13,12,23,1.071428571,0.7857142857,W,D,D,L,D,L,L,L,W,W,8,7,14,WDDLD,LLLWW,6,6,0,0,0,0,0,0,0,0,-0.1428571429,-0.7142857143,0.2857142857,0,1,1.8,3.25,4,1.9,3.1,3.5,1.8,3.2,4,1.83,3.2,3.75,#N/A
126,11/2002,11/2002,Bolton,Chelsea,11/2002 Bolton Chelsea,1,1,NH,17,24,25,12,0.8666666667,1.733333333,D,W,D,L,D,W,W,D,W,W,16,6,15,DWDLD,WWDWW,6,13,0,0,0,0,0,0,0,0,-0.5333333333,0.8,-0.8666666667,-0.4666666667,10,3.5,3.25,1.909,2.9,3,2.2,3.75,3.2,1.83,3.4,3.25,1.9,#N/A
127,11/2002,11/2002,Everton,West Brom,11/2002 Everton West Brom,1,0,H,17,10,15,21,1.733333333,0.8,W,W,W,W,W,D,D,L,L,D,15,18,15,WWWWW,DDLLD,15,3,1,1,0,0,0,0,0,0,0.1333333333,-0.7333333333,0.9333333333,0.8,-3,1.444,3.6,7,1.6,3.4,4.6,1.5,3.4,6,1.44,3.5,7,#N/A
128,11/2002,11/2002,Fulham,Liverpool,11/2002 Fulham Liverpool,3,2,H,17,24,18,10,1.066666667,2.066666667,D,L,L,L,L,D,L,W,W,W,13,2,15,DLLLL,DLWWW,1,10,0,0,1,0,1,0,0,0,-0.06666666667,0.9333333333,-1,-0.6,11,3.75,3.25,1.833,3.5,3.1,1.9,3.75,3.2,1.83,3.5,3.2,1.9,#N/A
129,11/2002,11/2002,Manchester United,Newcastle United,11/2002 Manchester United Newcastle United,5,3,H,18,23,13,22,1.533333333,1.466666667,D,L,W,D,D,L,W,L,W,W,3,4,15,DLWDD,LWLWW,6,9,0,0,0,0,0,0,0,0,0.3333333333,0.06666666667,0.06666666667,-0.2,-1,1.615,3.4,5,1.6,3.4,4.6,1.62,3.25,5,1.66,3.3,4.5,#N/A
130,11/2002,11/2002,Southampton,Arsenal,11/2002 Southampton Arsenal,3,2,H,14,31,15,13,1.133333333,2.133333333,L,D,L,W,W,W,W,W,L,L,11,1,15,LDLWW,WWWLL,7,9,0,0,0,0,0,0,0,0,-0.06666666667,1.2,-1,-0.1333333333,10,4.333,3.25,1.727,3.8,3.1,1.8,4.33,3.4,1.67,4.5,3.3,1.66,#N/A
131,11/2002,11/2002,Sunderland,Birmingham,11/2002 Sunderland Birmingham,0,1,NH,8,14,16,18,0.9333333333,1.066666667,D,W,D,D,L,D,L,W,L,D,17,18,15,DWDDL,DLWLD,6,5,0,0,0,0,0,0,0,0,-0.5333333333,-0.2666666667,-0.1333333333,0.06666666667,-1,1.909,3.25,3.5,1.85,3.1,3.6,1.83,3.2,3.75,1.9,3.2,3.5,#N/A
132,11/2002,11/2002,Charlton,Blackburn,11/2002 Charlton Blackburn,3,1,H,11,19,18,15,0.9333333333,1.333333333,W,L,D,L,W,L,D,D,W,W,14,10,15,WLDLW,LDDWW,7,8,0,0,0,0,0,0,0,0,-0.4666666667,0.2666666667,-0.4,-0.06666666667,4,2.4,3.2,2.6,2.3,3,2.7,2.4,3.25,2.5,2.37,3.1,2.62,#N/A
133,11/2002,11/2002,Tottenham Hotspur,Leeds United,11/2002 Tottenham Hotspur Leeds United,2,0,H,17,19,21,20,1.333333333,1.133333333,L,L,D,L,W,L,W,L,D,L,9,5,15,LLDLW,LWLDL,4,4,0,0,0,0,0,0,0,0,-0.2666666667,-0.06666666667,0.2,0,4,2.1,3.25,3,2.2,3,2.9,2,3.2,3.2,2,3.2,3.2,#N/A
134,11/2002,11/2002,Arsenal,Aston Villa,11/2002 Arsenal Aston Villa,3,1,H,31,10,13,12,2.133333333,1.066666667,W,W,W,L,L,D,W,D,D,L,1,8,15,WWWLL,DWDDL,9,6,0,0,0,0,0,0,0,0,1.2,-0.1333333333,1.066666667,0.2,-7,1.333,4,9,1.4,3.9,6,1.4,3.75,7,1.28,4.5,8,#N/A
135,11/2002,11/2002,Birmingham,Tottenham Hotspur,11/2002 Birmingham Tottenham Hotspur,1,1,NH,15,19,18,21,1.1875,1.4375,W,D,L,W,L,W,L,L,D,L,18,9,16,WDLWL,WLLDL,7,4,0,0,0,0,0,0,0,0,-0.1875,-0.125,-0.25,0.1875,9,2.6,3.2,2.4,2.5,3,2.5,2.6,3.2,2.38,2.6,3.1,2.4,#N/A
136,11/2002,11/2002,Blackburn,Fulham,11/2002 Blackburn Fulham,2,1,H,20,20,18,20,1.25,1.1875,L,L,D,D,W,W,D,L,L,L,10,13,16,LLDDW,WDLLL,5,4,0,0,0,0,0,0,1,0,0.125,0,0.0625,0.0625,-3,2,3.25,3.25,2,3.1,3.2,1.91,3.2,3.5,2,3.2,3.2,#N/A
137,11/2002,11/2002,Chelsea,Sunderland,11/2002 Chelsea Sunderland,3,0,H,25,8,13,17,1.6875,0.875,D,W,W,D,W,L,D,W,D,D,6,17,16,DWWDW,LDWDD,11,6,0,0,0,0,0,0,0,0,0.75,-0.5625,0.8125,0.3125,-11,1.4,3.75,7.5,1.45,3.6,5.8,1.4,3.75,7,1.4,3.6,7.5,#N/A
