	Unnamed: 0	Date	HomeTeam	AwayTeam	FTHG	FTAG	FTR	HTGS	ATGS	HTGC	ATGC	HTP	ATP	HM1	HM2	HM3	HM4	HM5	AM1	AM2	AM3	AM4	AM5	HomeTeamLP	AwayTeamLP	MW	HTFormPtsStr	ATFormPtsStr	HTFormPts	ATFormPts	HTWinStreak3	HTWinStreak5	HTLossStreak3	HTLossStreak5	ATWinStreak3	ATWinStreak5	ATLossStreak3	ATLossStreak5	HTGD	ATGD	DiffPts	DiffFormPts	DiffLP	B365H	B365D	B365A	OddsOutput	IWH	IWD	IWA	LBH	LBD	LBA	WHH	WHD	WHA	Commentary	Season
37	37	30/03/2014	Liverpool	Tottenham Hotspur	4	0	H	84	40	39	40	2.125	1.75	W	W	W	W	W	W	L	L	W	L	7	5	32	WWWWW	WLLWL	15	6	1	1	0	0	0	0	0	0	1.40625	0.0	0.375	0.28125	2	1.48	4.75	7.5	HW	1.5	4.0	6.1	1.44	4.5	6.5	1.44	4.33	7.0	momentum is behind Liverpool in the title race , with Liverpool Liverpool 's team unbeaten in the premier lleague in 2014 and taking 32 points from the last 36 available . the tension surrounding sunderland 's visit on wednesday did not stop a seventh consecutive win and memories of december 's 5-0 thrashing of Tottenham Hotspur , Liverpool 's biggest ever win at Tottenham Hotspur Tottenham Hotspur lane , offer assurance . Tottenham Hotspur have taken one point from seven games against the current top four this season , conceding 23 goals , and have won once in their last 19 league visits to Liverpool . andy hunter	13/14
38	38	05/04/2014	Aston Villa	Fulham	1	2	NH	34	30	46	70	1.0625	0.75	L	L	W	W	L	L	W	L	L	D	15	12	32	LLWWL	LWLLD	6	4	0	0	0	0	0	0	0	0	-0.375	-1.25	0.3125	0.0625	3	2.05	3.5	4.0	HW	1.9	3.45	3.8	2.0	3.4	3.75	2.0	3.25	4.0	Fulham have not won at Aston Villa Aston Villa in the premier league but if they are to cling on to any chance of remaining at the top table next season they need that to change against an Aston Villa Aston Villa minus Aston Villa Aston Villa , who ruptured an achilles tendon in training on thursday to ruin his world cup plans . paul Aston Villa 's team are unpredictable but with safety almost assured , expect them to score despite being without their main marksman against the league 's most porous defence . Aston Villa Fulham	13/14
39	39	05/04/2014	Chelsea	Stoke City	3	0	H	62	36	23	45	2.15625	1.15625	W	L	W	W	W	W	W	D	W	L	3	13	32	WLWWW	WWDWL	12	10	1	0	0	0	0	0	0	0	1.21875	-0.28125	1.0	0.0625	-10	1.29	6.0	13.0	HW	1.25	5.5	10.3	1.28	5.0	12.0	1.29	5.0	12.0	Chelsea can not afford to dwell on either their midweek defeat in paris , or for that matter their loss at crystal palace seven days ago . a team that looked strong for so long are suddenly faltering on all fronts but this match offers jose Chelsea 's men a chance to at least re-establish themselves in the premier league . worryingly for the home side , they face a Stoke City side in good form . sachin nakrani	13/14
40	40	05/04/2014	Hull City	Swansea City	1	0	H	33	42	39	48	1.03125	0.9375	L	W	L	L	W	D	L	L	D	L	18	9	32	LWLLW	DLLDL	6	2	0	0	0	0	0	0	0	0	-0.1875	-0.1875	0.09375	0.125	9	2.75	3.3	2.8	HW	2.4	3.15	2.9	2.37	3.3	2.9	2.7	3.1	2.7	Swansea City currently shade Hull City on goal difference after beating norwich last time out but with both hovering seven points above the danger zone , a win for either should be enough to secure safety . yet with the excitement building in advance of next weekend 's fa cup semi-final with sheffield united expect steve Hull City 's starting xi to go all out to impress and secure their place at wembley . Swansea City smith	13/14
41	41	05/04/2014	Manchester City	Southampton	4	1	H	86	49	32	40	2.121212121	1.454545455	L	W	D	W	W	W	L	W	W	L	2	14	33	LWDWW	WLWWL	10	9	0	0	0	0	0	0	0	0	1.636363636	0.272727273	0.666666667	0.03030303	-12	1.33	5.75	10.0	HW	1.27	5.2	10.0	1.33	5.0	8.5	1.33	5.0	9.0	Manchester City remain favourites to win the title but Southampton should provide more of a challenge than the average visitor to the Manchester City this season . still , three points here would put Manchester City Manchester City 's team a point behind liverpool with the top two set to collide next weekend . playing in the early kick-off also gives Manchester City the opportunity to put a little more pressure on liverpool and chelsea with a 14th home win in 15 games . alan smith	13/14
42	42	05/04/2014	Newcastle United	Manchester United	0	4	NH	38	52	47	38	1.393939394	1.636363636	L	L	W	L	W	W	L	W	L	W	16	1	33	LLWLW	WLWLW	6	9	0	0	0	0	0	0	0	0	-0.272727273	0.424242424	-0.242424242	-0.090909091	15	4.2	3.7	1.95	HL	3.6	3.3	2.0	3.75	3.4	2.0	4.0	3.25	2.0	there was a time when this fixture involved two teams challenging for the title but on saturday it is all about two managers under considerable scrutiny . while alan Newcastle United - who admits he is struggling to motivate Newcastle United 's players - aims to compensate for last week 's disappointing defeat at southampton , david Manchester United must balance the desire for points against potential european glory . with injuries depriving Newcastle United of several key individuals including loic remy , it Manchester United be interesting to see who he rests ahead of the Manchester United Manchester United 's decisive champions league trip to bayern munich . louise Newcastle United	13/14
43	43	05/04/2014	Norwich City	West Brom	0	1	NH	26	37	51	48	0.96969697	0.96969697	L	W	L	D	L	W	D	L	W	L	11	8	33	LWLDL	WDLWL	4	7	0	0	0	0	0	0	0	0	-0.757575758	-0.333333333	0.0	-0.090909091	3	2.4	3.3	3.25	HW	2.2	3.2	3.2	2.3	3.2	3.2	2.45	3.0	3.1	liverpool , manchester united , chelsea and arsenal : Norwich City 's run-in is unenviable , making this and next week 's trip to fulham hugely important . six points clear of the drop , a win over an increasingly desperate West Brom West Brom would put them in a good position . Norwich City 's home form is strong , with an unbeaten run stretching back to december , while West Brom West Brom 's only win under pepe West Brom came on the road . defeat for albion will increase their fears . alan Norwich City	13/14
44	44	06/04/2014	Everton	Arsenal	3	0	H	52	56	31	37	1.909090909	1.939393939	W	W	W	W	W	D	D	L	W	L	6	4	33	WWWWW	DDLWL	15	5	1	1	0	0	0	0	0	0	0.636363636	0.575757576	-0.03030303	0.303030303	2	2.5	3.4	3.0	HW	2.4	3.3	2.75	2.5	3.4	2.8	2.5	3.1	3.0	Everton 's fate is in their hands . victory over Arsenal would move the blues , who have won their past five league matches , a point behind them with a game in hand and a top-four finish would be within touching distance . Arsenal have faltered in big matches and will need to defend far better than they did in their previous away match , when they were trounced 6-0 by chelsea . the scars from that defeat are yet to heal and Everton sense this is their time . jacob steinberg	13/14
45	45	06/04/2014	West Ham United	Liverpool	1	2	NH	36	88	42	39	1.121212121	2.151515152	W	W	L	L	L	W	W	W	W	W	10	7	33	WWLLL	WWWWW	6	15	0	0	1	0	1	1	0	0	-0.181818182	1.484848485	-1.03030303	-0.272727273	3	9.0	5.0	1.4	HL	7.3	4.4	1.4	6.5	4.5	1.44	8.0	4.5	1.4	Liverpool are yet to show signs of choking in their charge for the title but West Ham United West Ham United have the potential to make life awkward for them . upton park has been a graveyard for potential champions in the past and for Liverpool the fear must be that they will come unstuck at the hands of two of their former players , West Ham United West Ham United and West Ham United West Ham United . West Ham United West Ham United 's defence , which has kept 13 clean sheets this season , poses another problem - but Liverpool Liverpool has Liverpool suarez . jacob steinberg	13/14
46	46	07/04/2014	Tottenham Hotspur	Sunderland	5	1	H	40	29	44	54	1.696969697	0.757575758	L	W	L	L	W	L	L	L	L	L	5	17	33	LWLLW	LLLLL	6	0	0	0	0	0	0	0	1	1	-0.121212121	-0.757575758	0.939393939	0.181818182	-12	1.57	4.2	6.5	HW	1.5	4.0	6.1	1.57	3.75	6.5	1.6	3.75	6.0	Tottenham Hotspur will be looking to recover from their devastating defeat to liverpool against a Sunderland side who have struggled for goals recently . tim Tottenham Hotspur may call up the brazilian Tottenham Hotspur , who is desperate to stake his place in the Tottenham Hotspur team in preparation for the world cup . Sunderland need to gather points quickly if they are to escape relegation but they do possess two games in hand . karl cryer	13/14
47	47	12/04/2014	Crystal Palace	Aston Villa	1	0	H	23	35	39	48	1.03030303	1.03030303	W	W	L	D	L	L	L	L	W	W	18	15	33	WWLDL	LLLWW	7	6	0	0	0	0	0	0	0	0	-0.484848485	-0.393939394	0.0	0.03030303	3	2.15	3.3	3.9	HW	2.2	3.1	3.3	2.15	3.2	3.75	2.15	3.2	3.5	after two successive 3-0 victories , Crystal Palace Crystal Palace could virtually assure their premier league status by completing the double over Aston Villa . things are rarely that simple at Crystal Palace Aston Villa , however , and tony Crystal Palace will be wary of underestimating opponents lacking their leading scorer Aston Villa Aston Villa but who have picked up more points away from home than any side in the bottom half . ed aarons	13/14
48	48	12/04/2014	Fulham	Norwich City	1	0	H	31	26	73	51	0.727272727	0.96969697	L	L	W	L	L	L	W	L	D	L	12	11	33	LLWLL	LWLDL	3	4	0	0	0	0	0	0	0	0	-1.272727273	-0.757575758	-0.242424242	-0.03030303	1	2.15	3.5	3.6	HW	2.05	3.3	3.5	2.15	3.4	3.5	2.2	3.2	3.4	who could have predicted at the start of the season that with five games remaining felix Fulham and Fulham Norwich City would be in charge of Fulham and Norwich City respectively ? yet here they are , preparing for a crucial game in the relegation struggle . Fulham , five points behind Norwich City , won at aston villa last week and Fulham Fulham is available again . Norwich City insists his first match in charge since Fulham hughton 's departure `` is not a decider '' , but with Norwich City 's horrendous run-in , a defeat could be devastating . Norwich City riach	13/14
49	49	12/04/2014	Stoke City	Newcastle United	1	0	H	37	38	45	47	1.212121212	1.393939394	W	W	W	D	W	L	L	W	L	W	13	16	33	WWWDW	LLWLW	13	6	0	0	0	0	0	0	0	0	-0.242424242	-0.272727273	-0.181818182	0.212121212	-3	2.1	3.4	3.9	HW	2.1	3.3	3.3	2.15	3.3	3.6	2.15	3.2	3.5	Stoke City have the league 's best home record outside of the top five with two defeats ( to norwich and liverpool ) , so when you consider Newcastle United are haemorrhaging goals - conceding 11 without scoring in their past three outings - it would be a shock to see mark hughes ' side slip to a third loss at the britannia . already closing in on their best premier league finish , a win would move Stoke City to within three points of alan Newcastle United 's troubled team . alan smith	13/14
50	50	12/04/2014	Sunderland	Everton	0	1	NH	31	53	56	31	0.764705882	1.941176471	D	L	L	L	L	W	W	W	W	W	17	6	34	DLLLL	WWWWW	1	15	0	0	1	0	1	1	0	0	-0.735294118	0.647058824	-1.176470588	-0.411764706	11	4.75	3.7	1.83	HL	4.2	3.5	1.8	4.5	3.6	1.8	5.0	3.25	1.8	gus Sunderland and Everton Everton were once midfield team-mates at real zaragoza . managerially their respective philosophies have much in common but , right now , their careers are on divergent trajectories . while Everton arrive with a champions league place almost within touching distance , Sunderland concedes it will `` take a miracle '' to save Sunderland from the championship . as Everton seeks revenge for the wearsiders 's unexpected 1-0 boxing day win at Everton park his old friend simply prays for a first league victory since february 1 . louise taylor	13/14
51	51	12/04/2014	West Brom	Tottenham Hotspur	3	3	NH	40	45	51	45	0.970588235	1.735294118	D	W	D	L	W	W	L	W	L	L	8	5	34	DWDLW	WLWLL	8	6	0	0	0	0	0	0	0	0	-0.323529412	0.0	-0.764705882	0.058823529	3	3.1	3.6	2.38	HL	2.9	3.3	2.3	3.0	3.4	2.37	3.1	3.1	2.4	West Brom West Brom have still not won at home under pepe West Brom but it should also be noted that since he took over in january manchester united are the only team to have won at the West Brom , with everton , liverpool and chelsea managing only draws . five points above the relegation zone , a first home win over an unpredictable Tottenham Hotspur would go a West Brom way to ensuring their safety . alan Tottenham Hotspur	13/14
52	52	13/04/2014	Liverpool	Manchester City	3	2	H	90	88	40	34	2.176470588	2.088235294	W	W	W	W	W	D	L	W	D	W	7	2	34	WWWWW	DLWDW	15	8	1	1	0	0	0	0	0	0	1.470588235	1.588235294	0.088235294	0.205882353	5	2.45	3.7	2.9	HW	2.3	3.2	3.0	2.4	3.6	2.8	2.5	3.1	2.9	five more wins will see Liverpool crowned champions of england for the 19th time and for the first time since 1990 . easy to write , harder to accomplish . the visit of Manchester City Manchester City presents arguably the toughest assignment left for Liverpool Liverpool ' side , although chelsea also await , and victory at a seething Liverpool would leave Manchester City Manchester City 's side requiring a slip-up . Manchester City , however , with Manchester City aguero fit again , can wrestle control of the title should they inflict a first home defeat on Liverpool since september . andy hunter	13/14
53	53	13/04/2014	Swansea City	Chelsea	0	1	NH	45	65	49	24	0.970588235	2.117647059	L	W	D	L	L	W	L	W	L	W	9	3	34	LWDLL	WLWLW	4	9	0	0	0	0	0	0	0	0	-0.117647059	1.205882353	-1.147058824	-0.147058824	6	5.0	3.6	1.83	HL	5.2	3.8	1.6	5.0	3.75	1.72	5.0	3.2	1.83	by the time Chelsea kick-off in south wales on sunday they will have a greater understanding of the task at hand if they are to pip liverpool and manchester city to the title . a draw in the earlier game at anfield would suit jose Chelsea 's team but a win for city would allow Chelsea to go top with three points against a Swansea City side who are still fighting to confirm their top-flight status . Swansea City smith	13/14
54	54	19/04/2014	Aston Villa	Southampton	0	0	NH	35	50	49	44	1.0	1.411764706	L	L	L	L	W	L	W	L	W	W	15	14	34	LLLLW	LWLWW	3	9	0	0	0	0	0	0	0	0	-0.411764706	0.176470588	-0.411764706	-0.176470588	1	3.4	3.4	2.1	HL	2.9	3.3	2.3	3.25	3.4	2.2	3.3	3.3	2.2	Aston Villa Aston Villa badly need to end a damaging week with the victory that would put their relegation fears to bed . the club 's decision to suspend ian culverhouse , the assistant manager , and Aston Villa karsa , the head of football operations , on the back of a fourth successive defeat has left them in a state of turmoil . it is 13 years since Aston Villa lost five league games on the spin . the visitors are also struggling , having lost three of their last four . something has to give . stuart Southampton	13/14
55	55	19/04/2014	Chelsea	Sunderland	1	2	NH	65	31	24	56	2.117647059	0.764705882	W	L	W	L	W	D	L	L	L	L	3	17	34	WLWLW	DLLLL	9	1	0	0	0	0	0	0	1	0	1.205882353	-0.735294118	1.352941176	0.235294118	-14	1.18	7.0	13.0	HW	1.17	7.0	12.0	1.2	6.5	13.0	1.2	6.0	15.0	manchester city 's midweek toils against the division 's bottom club should serve as a warning to Chelsea , who aspire to reclaim leadership of the division for one night at least with an onerous fixture list ahead . jose Chelsea will balance his selection with the champions league semi-finals to come and next weekend 's trip to liverpool stretching his squad 's resources . Sunderland must seek to repeat their resounding 3-0 success of november 2010 in these parts , but they did eliminate a strong Chelsea team from the league cup in december . gus Sunderland is back in familiar territory . he will be craving an unfamiliar result . dominic fifield	13/14
56	56	19/04/2014	Newcastle United	Swansea City	1	2	NH	38	45	52	50	1.314285714	0.942857143	L	L	L	L	W	L	L	W	D	L	16	9	35	LLLLW	LLWDL	3	4	0	0	0	0	0	0	0	0	-0.4	-0.142857143	0.371428571	-0.028571429	7	2.63	3.3	2.6	HL	2.5	3.3	2.65	2.45	3.3	2.8	2.62	3.4	2.6	two tense dressing rooms , two managers contemplating uncertain futures . if the st Newcastle United ' park crowd would probably not forgive Swansea City Newcastle United for a fifth straight defeat , Swansea City seem to have forgotten that their mantra is supposed to be all about passing to each other rather than infighting . if Swansea City Swansea City 's side can retain possession for prolonged periods Newcastle United fans are likely to be turn edgy so Newcastle United may persist with a back five and must pray the returning france striker loic remy can alter the narrative . louise Newcastle United	13/14
57	57	19/04/2014	Tottenham Hotspur	Fulham	3	1	H	48	34	48	74	1.714285714	0.857142857	D	W	L	W	L	W	W	L	L	W	5	12	35	DWLWL	WWLLW	7	9	0	0	0	0	0	0	0	0	0.0	-1.142857143	0.857142857	-0.057142857	-7	1.5	4.2	6.5	HW	1.55	4.1	5.2	1.45	4.5	7.0	1.53	4.2	6.0	Fulham won this fixture last season and what they would not give for the same again . the scrutiny that has been placed on the run-in has long since reached head-wrecking levels and , realistically , Fulham know that they need to win at home to hull and crystal palace . but something here , against a team that seemingly can not start matches properly , would be a delicious tonic in the battle to prolong their 13-year association with the premier league . Tottenham Hotspur hytner	13/14
58	58	19/04/2014	West Ham United	Crystal Palace	0	1	NH	38	27	47	41	1.057142857	1.142857143	L	L	W	W	L	W	W	W	W	L	10	18	35	LLWWL	WWWWL	6	12	0	0	0	0	0	0	0	0	-0.257142857	-0.4	-0.085714286	-0.171428571	-8	2.2	3.2	3.4	HW	2.2	3.0	3.4	2.1	3.3	3.5	2.25	3.2	3.3	tony Crystal Palace and sam West Ham United are often depicted as being from the same mould but while the West Ham United West Ham United manager has been booed by his own fans this season because of a lack of sparkling football , Crystal Palace is basking in acclaim thanks to a run of four straight wins that has guaranteed Crystal Palace 's survival and sees jason puncheon mounting a late push for an england world cup call-up . West Ham United West Ham United will have their work cut out to send their fans home happy . paul doyle	13/14
